job_id,job_title,sector,district,industrial_cluster,required_micro_skills,nsqf_level,proficiency_level,experience_required_years,min_salary,max_salary,posting_source,demand_trend
F947415A,Fitter (Industrial),Engineering,Hingoli,Hingoli MIDC,assembly & fitting; surface finishing; bench work; measurement tools; thread cutting,3,L2,6.4,10517,19056,Company Website,Stable
C917AEE5,AI-assisted Quality Inspector,Advanced Manufacturing,Nashik,Satpur,Python/ML awareness; defect classification; image annotation; computer vision basics; CMM operation; SPC analysis,5,L1,2.1,27719,47577,Company Website,Emerging
C5911031,Green Building Technician,Construction,Pune,Chakan,energy auditing basics; BIM awareness; EV charging infra; IGBC norms; rainwater harvesting; MEP coordination,4,L1,2.1,18310,33163,Indeed,Emerging
3DD688AB,Welder (MIG/TIG/Arc),Engineering,Kolhapur,Gokul-Shirgaon,SMAW; TIG welding; weld inspection; MIG welding; distortion control; PPE compliance,3,L2,7.3,13080,25006,Mahaswayam,Stable
C0E03C7F,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Solapur,Hotgi,servo motor calibration; safety PLCs; pneumatic systems,5,L1,2.6,26100,51817,Times Jobs,Emerging
4FEA4A69,Green Building Technician,Construction,Nagpur,Hingna,MEP coordination; BIM awareness; IGBC norms; energy auditing basics; EV charging infra; rainwater harvesting,4,L1,1.4,16248,30797,Indeed,Emerging
5EC35416,Fitter (Industrial),Engineering,Palghar,Boisar,bench work; measurement tools; assembly & fitting; surface finishing; thread cutting; blueprint reading,3,L2,6.2,12400,21068,apna.co,Stable
CF2133C3,Health & Safety Officer (Factory),Industrial Safety,Nashik,Ambad,fire drill coordination; MSDS interpretation; statutory compliance,5,L1,2.9,24389,41744,apna.co,Stable
993706B8,EV Battery Assembly Technician,Electric Vehicles,Ratnagiri,Lote Parshuram,spot welding; Li-ion cell handling; thermal management,4,L2,1.8,17077,32963,Naukri.com,Emerging
239EB8BE,Welder (MIG/TIG/Arc),Engineering,Thane,Bhiwandi,MIG welding; SMAW; distortion control; PPE compliance,3,L2,6.1,14342,27355,LinkedIn,Stable
7B67529E,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Pune,Chakan,servo motor calibration; pneumatic systems; FANUC/KUKA commissioning; robot teach pendant,5,L1,1.2,30124,55655,Indeed,Emerging
0A5277FB,Industrial IoT Technician,Industry 4.0,Mumbai,Thane-Wagle,OPC-UA; sensor calibration; MQTT protocol; cloud dashboards,5,L1,1.3,32582,64985,Mahaswayam,Emerging
6B248648,CNC/VMC Operator,Precision Engineering,Pune,Talegaon,CAD/CAM basics; quality inspection; tool offsets,4,L2,2.9,18145,39874,Mahaswayam,Stable
969781D1,AI-assisted Quality Inspector,Advanced Manufacturing,Aurangabad,Chikalthana,defect classification; CMM operation; image annotation; Python/ML awareness,5,L2,4.8,25363,44735,Indeed,Emerging
7358EC9D,Welder (MIG/TIG/Arc),Engineering,Mumbai,BKC,TIG welding; distortion control; MIG welding; PPE compliance; weld inspection,3,L2,5.4,14276,29821,Mahaswayam,Stable
24B79E31,Health & Safety Officer (Factory),Industrial Safety,Pune,Chakan,MSDS interpretation; accident investigation; fire drill coordination,5,L2,5.1,25196,46683,Indeed,Stable
87B32EBB,Data Entry Operator,IT/BPO,Mumbai,Thane-Wagle,typing speed 40wpm; tally basics; MS Office,2,L2,2.3,9499,14710,NCS Portal,Declining
DBF8345A,Welder (MIG/TIG/Arc),Engineering,Thane,Dombivli-MIDC,PPE compliance; SMAW; distortion control,3,L1,4.4,15196,29117,NCS Portal,Stable
9A454543,Solar PV Installation Technician,Renewable Energy,Osmanabad,Osmanabad MIDC,string inverter commissioning; DC cabling; earthing & bonding,4,L2,2.3,12510,25500,LinkedIn,Emerging
BF3740E6,Solar PV Installation Technician,Renewable Energy,Jalgaon,Bhusawal,net metering; rooftop module mounting; shadow analysis; string inverter commissioning; earthing & bonding; DC cabling,4,L2,0.8,14220,25891,Indeed,Emerging
3CB91D3B,Fitter (Industrial),Engineering,Thane,Bhiwandi,measurement tools; blueprint reading; assembly & fitting; thread cutting,3,L2,2.0,14011,27841,Times Jobs,Stable
8A4A188B,CNC/VMC Operator,Precision Engineering,Pune,Talegaon,CAD/CAM basics; quality inspection; G-code programming; Fanuc CNC controls,4,L1,0.1,19442,38396,apna.co,Stable
3DF07E36,Fitter (Industrial),Engineering,Yavatmal,Yavatmal MIDC,assembly & fitting; bench work; measurement tools; blueprint reading; thread cutting; surface finishing,3,L2,1.4,11485,20511,Naukri.com,Stable
8F427767,Turnerr / Machinist,Precision Engineering,Nashik,Ambad,boring & drilling; measurement tools; coolant management; lathe operation,3,L2,3.9,13835,23863,Indeed,Stable
150B37AD,CNC/VMC Operator,Precision Engineering,Mumbai,BKC,tolerance measurement; tool offsets; quality inspection; Fanuc CNC controls,4,L1,3.4,19219,38862,Mahaswayam,Stable
50CF562C,Health & Safety Officer (Factory),Industrial Safety,Mumbai,BKC,statutory compliance; hazard identification; fire drill coordination,5,L3,7.8,25550,49525,Company Website,Stable
92180F1F,Electrician (Industrial),Electrical,Nashik,Satpur,panel wiring; earthing; electrical drawings; safety regulations; PLC basics; motor winding,3,L2,5.1,12942,24379,Indeed,Stable
E2BB3D9C,Industrial IoT Technician,Industry 4.0,Nashik,Sinnar,OPC-UA; sensor calibration; cloud dashboards; MQTT protocol,5,L2,1.1,28611,57511,Times Jobs,Emerging
40DC5B3E,Solar PV Installation Technician,Renewable Energy,Nashik,Satpur,earthing & bonding; DC cabling; shadow analysis; rooftop module mounting; net metering,4,L3,0.2,14582,28969,Company Website,Emerging
F77FC273,AI-assisted Quality Inspector,Advanced Manufacturing,Pune,Chakan,CMM operation; Python/ML awareness; defect classification,5,L1,4.4,30272,49677,Times Jobs,Emerging
C7E08A48,CNC/VMC Operator,Precision Engineering,Nashik,Ambad,Fanuc CNC controls; tool offsets; tolerance measurement; CAD/CAM basics,4,L2,3.0,16866,34607,Times Jobs,Stable
BD1E5AE9,Welder (MIG/TIG/Arc),Engineering,Mumbai,Andheri-MIDC,MIG welding; weld inspection; SMAW,3,L2,0.5,14858,28627,Company Website,Stable
120A98E2,Offset Printer Operator,Printing & Packaging,Nagpur,Hingna,bindery operations; ink mixing; color registration; offset press operation,3,L2,2.9,9265,17476,Company Website,Declining
FB35DBD9,Health & Safety Officer (Factory),Industrial Safety,Pune,Talegaon,statutory compliance; permit-to-work; accident investigation; fire drill coordination,5,L3,3.6,27126,49966,NCS Portal,Stable
E1058688,Electrician (Industrial),Electrical,Thane,Bhiwandi,motor winding; earthing; electrical drawings,3,L3,2.0,15073,29071,Times Jobs,Stable
AB41831E,CNC/VMC Operator,Precision Engineering,Nashik,Satpur,G-code programming; CAD/CAM basics; tool offsets; tolerance measurement; quality inspection,4,L3,2.7,17036,34473,apna.co,Stable
809F6122,AC & Refrigeration Technician,HVAC,Solapur,Hotgi,AMC documentation; electrical troubleshooting; refrigerant handling,4,L2,2.1,15315,29244,NCS Portal,Stable
BB0F9783,Solar PV Installation Technician,Renewable Energy,Latur,Udgir,shadow analysis; net metering; DC cabling; earthing & bonding; string inverter commissioning,4,L2,2.8,12289,25741,Company Website,Emerging
B4791EC8,EV Battery Assembly Technician,Electric Vehicles,Pune,Chakan,spot welding; EV safety protocols; Li-ion cell handling; DC bus wiring,4,L3,0.2,22965,44348,Mahaswayam,Emerging
81E423B7,CNC/VMC Operator,Precision Engineering,Raigad,Khopoli,tool offsets; CAD/CAM basics; tolerance measurement; Fanuc CNC controls,4,L2,2.3,15217,32734,Naukri.com,Stable
628E5F59,Solar PV Installation Technician,Renewable Energy,Solapur,Akkalkot,shadow analysis; rooftop module mounting; net metering,4,L2,1.7,15436,29380,apna.co,Emerging
8042EB43,Plumber,Construction,Amravati,Amravati MIDC,pressure testing; plumbing drawings; pipe fitting; sanitary installation; water treatment basics,3,L3,5.7,10724,19904,Indeed,Stable
8825B0FF,Green Building Technician,Construction,Mumbai,BKC,EV charging infra; rainwater harvesting; BIM awareness; IGBC norms; energy auditing basics; MEP coordination,4,L2,1.6,18464,34933,LinkedIn,Emerging
C81B12FD,AI-assisted Quality Inspector,Advanced Manufacturing,Pune,Chakan,computer vision basics; CMM operation; SPC analysis; Python/ML awareness; defect classification,5,L3,1.2,28856,54721,Indeed,Emerging
B505A90A,Turnerr / Machinist,Precision Engineering,Pune,Pimpri-Chinchwad,turning & facing; lathe operation; coolant management,3,L2,0.2,15260,27341,Mahaswayam,Stable
169244A4,Offset Printer Operator,Printing & Packaging,Mumbai,BKC,plate burning; ink mixing; offset press operation,3,L2,3.2,10811,19150,Mahaswayam,Declining
97D15ADA,CNC/VMC Operator,Precision Engineering,Chandrapur,Ballarpur,tool offsets; quality inspection; G-code programming; tolerance measurement,4,L3,4.4,14277,29238,Naukri.com,Stable
F3909326,CNC/VMC Operator,Precision Engineering,Mumbai,Andheri-MIDC,tolerance measurement; tool offsets; quality inspection; CAD/CAM basics; G-code programming; Fanuc CNC controls,4,L2,5.0,19774,38883,apna.co,Stable
040229C4,EV Battery Assembly Technician,Electric Vehicles,Nashik,Satpur,Li-ion cell handling; spot welding; BMS calibration; EV safety protocols; thermal management,4,L2,1.1,21522,36830,Naukri.com,Emerging
44DA4DB7,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Pune,Talegaon,robot teach pendant; safety PLCs; servo motor calibration; pneumatic systems,5,L2,3.3,28937,56773,Indeed,Emerging
4F038786,Welder (MIG/TIG/Arc),Engineering,Mumbai,BKC,weld inspection; MIG welding; SMAW; PPE compliance; distortion control,3,L2,0.4,14414,27319,NCS Portal,Stable
8C522286,Drone Pilot / UAV Technician,AgriTech / Surveillance,Pune,Chakan,DGCA certification; payload operations; GPS calibration; drone maintenance,4,L2,1.3,20920,47059,Indeed,Emerging
C2ECBCFA,Solar PV Installation Technician,Renewable Energy,Nanded,Degloor,DC cabling; earthing & bonding; rooftop module mounting; net metering; shadow analysis,4,L2,2.3,12056,23970,Indeed,Emerging
F5D3E6CD,Manual Draftsman (Drawing Board),Engineering,Pune,Ranjangaon,manual drawing board; T-square drafting; basic AutoCAD; 2D blueprint reading,3,L1,3.4,10769,17527,Company Website,Declining
56204F9D,CNC/VMC Operator,Precision Engineering,Nashik,Satpur,tolerance measurement; CAD/CAM basics; G-code programming; tool offsets,4,L3,1.9,17151,33076,Times Jobs,Stable
7AE419DB,Green Building Technician,Construction,Nagpur,Butibori,EV charging infra; BIM awareness; rainwater harvesting,4,L1,3.3,16488,30809,Times Jobs,Emerging
B5907425,Electrician (Industrial),Electrical,Kolhapur,Shiroli,earthing; electrical drawings; motor winding; PLC basics; panel wiring,3,L1,0.2,13597,25330,Mahaswayam,Stable
59CD671E,AC & Refrigeration Technician,HVAC,Wardha,Hinganghat,electrical troubleshooting; BMS controls; refrigerant handling; VRF systems; AMC documentation; gas charging,4,L1,1.6,12445,23530,Indeed,Stable
107AAD92,Drone Pilot / UAV Technician,AgriTech / Surveillance,Ahmednagar,Rahuri,drone maintenance; geofencing; payload operations; GPS calibration; flight planning; DGCA certification,4,L2,2.7,17276,37032,Naukri.com,Emerging
4D096CB8,Welder (MIG/TIG/Arc),Engineering,Satara,Karad,TIG welding; PPE compliance; weld inspection; distortion control,3,L2,1.5,11695,22930,NCS Portal,Stable
31C967FF,Data Entry Operator,IT/BPO,Pune,Talegaon,MS Office; typing speed 40wpm; basic internet,2,L1,0.6,9888,15418,Indeed,Declining
7956CDCB,Fitter (Industrial),Engineering,Nagpur,MIDC Nagpur,measurement tools; surface finishing; blueprint reading; assembly & fitting; thread cutting; bench work,3,L3,2.8,12746,25011,Mahaswayam,Stable
0172F0DF,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Buldhana,Buldhana MIDC,PLC programming; safety PLCs; robot teach pendant; pneumatic systems; servo motor calibration,5,L1,3.4,21984,40990,NCS Portal,Emerging
D59C8BCE,Turnerr / Machinist,Precision Engineering,Pune,Pimpri-Chinchwad,turning & facing; coolant management; measurement tools,3,L3,2.4,14890,25606,Mahaswayam,Stable
D769D759,EV Battery Assembly Technician,Electric Vehicles,Pune,Talegaon,EV safety protocols; thermal management; Li-ion cell handling; DC bus wiring,4,L1,0.6,23790,43375,Indeed,Emerging
4B4F160F,Welder (MIG/TIG/Arc),Engineering,Nashik,Ambad,MIG welding; weld inspection; TIG welding; SMAW; distortion control; PPE compliance,3,L1,6.4,12786,25814,LinkedIn,Stable
F9642992,EV Battery Assembly Technician,Electric Vehicles,Nashik,Satpur,spot welding; thermal management; Li-ion cell handling,4,L3,0.9,20660,39130,NCS Portal,Emerging
F9EC4C49,Electrician (Industrial),Electrical,Nashik,Satpur,motor winding; panel wiring; PLC basics; electrical drawings; earthing; safety regulations,3,L2,3.2,13584,25278,apna.co,Stable
1BA6CBC1,CNC/VMC Operator,Precision Engineering,Aurangabad,Chikalthana,tolerance measurement; tool offsets; Fanuc CNC controls,4,L2,0.6,17565,34815,Mahaswayam,Stable
36130A5B,Solar PV Installation Technician,Renewable Energy,Solapur,Akkalkot,DC cabling; shadow analysis; rooftop module mounting; net metering; string inverter commissioning; earthing & bonding,4,L2,0.3,14994,29416,NCS Portal,Emerging
400A3FC6,Data Entry Operator,IT/BPO,Pune,Ranjangaon,typing speed 40wpm; basic internet; MS Office,2,L2,2.8,9525,15267,NCS Portal,Declining
8DF14298,Welder (MIG/TIG/Arc),Engineering,Pune,Pimpri-Chinchwad,distortion control; weld inspection; TIG welding; SMAW; MIG welding; PPE compliance,3,L2,3.8,15101,27106,Indeed,Stable
CDB8C7D3,Solar PV Installation Technician,Renewable Energy,Jalgaon,Bhusawal,rooftop module mounting; shadow analysis; string inverter commissioning; net metering; DC cabling; earthing & bonding,4,L2,0.4,13437,27957,Mahaswayam,Emerging
AC38394B,Industrial IoT Technician,Industry 4.0,Nashik,Ambad,sensor calibration; Python scripting; MQTT protocol; OPC-UA; cloud dashboards; edge computing,5,L1,1.7,28853,57782,Company Website,Emerging
B495DB38,Industrial IoT Technician,Industry 4.0,Thane,Dombivli-MIDC,cloud dashboards; OPC-UA; Python scripting; edge computing; sensor calibration,5,L2,2.8,32772,63405,Indeed,Emerging
F8DF6739,Industrial IoT Technician,Industry 4.0,Thane,Bhiwandi,Python scripting; edge computing; OPC-UA; cloud dashboards; MQTT protocol,5,L1,2.7,31055,58732,Indeed,Emerging
F3597DB3,Drone Pilot / UAV Technician,AgriTech / Surveillance,Pune,Pimpri-Chinchwad,GPS calibration; drone maintenance; geofencing,4,L3,0.5,20903,47393,Mahaswayam,Emerging
5B36D8D5,Turnerr / Machinist,Precision Engineering,Nashik,Satpur,lathe operation; boring & drilling; turning & facing; measurement tools; coolant management,3,L1,1.7,13631,24204,apna.co,Stable
340101DE,Offset Printer Operator,Printing & Packaging,Thane,Bhiwandi,bindery operations; plate burning; offset press operation; ink mixing,3,L2,2.1,10290,19258,apna.co,Declining
115141F9,CNC/VMC Operator,Precision Engineering,Pune,Chakan,Fanuc CNC controls; tool offsets; G-code programming; tolerance measurement,4,L3,3.4,19059,39183,apna.co,Stable
AAB3ACD2,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Jalgaon,Jalgaon MIDC,FSSAI cold-chain norms; temperature monitoring; route optimization; WMS software,4,L2,2.2,16048,30751,Mahaswayam,Emerging
D7E157C6,Electrician (Industrial),Electrical,Chandrapur,Ballarpur,PLC basics; earthing; motor winding; electrical drawings; safety regulations,3,L2,4.8,10900,22077,LinkedIn,Stable
DAB39B09,Electrician (Industrial),Electrical,Nanded,Nanded MIDC,electrical drawings; earthing; PLC basics; motor winding,3,L2,3.9,11210,21702,NCS Portal,Stable
5492B6B1,Fitter (Industrial),Engineering,Mumbai,Andheri-MIDC,measurement tools; assembly & fitting; surface finishing,3,L1,7.2,15135,25486,apna.co,Stable
C74542E1,EV Battery Assembly Technician,Electric Vehicles,Aurangabad,Chikalthana,spot welding; EV safety protocols; thermal management; DC bus wiring; BMS calibration; Li-ion cell handling,4,L3,2.6,21350,40148,Mahaswayam,Emerging
51282123,Health & Safety Officer (Factory),Industrial Safety,Thane,Bhiwandi,accident investigation; statutory compliance; MSDS interpretation; hazard identification; permit-to-work; fire drill coordination,5,L2,6.4,25795,46211,Indeed,Stable
86BF1DE6,Electrician (Industrial),Electrical,Mumbai,BKC,safety regulations; PLC basics; motor winding,3,L3,3.8,15086,27709,Indeed,Stable
308EEE45,Electrician (Industrial),Electrical,Parbhani,Parbhani MIDC,safety regulations; motor winding; panel wiring; earthing; electrical drawings,3,L3,0.5,10959,20252,NCS Portal,Stable
92668AFD,Electrician (Industrial),Electrical,Wardha,Wardha MIDC,earthing; electrical drawings; motor winding; panel wiring; safety regulations; PLC basics,3,L3,4.3,11237,20942,Mahaswayam,Stable
BFC9D6C9,CNC/VMC Operator,Precision Engineering,Kolhapur,Shiroli,quality inspection; tolerance measurement; Fanuc CNC controls; tool offsets; G-code programming; CAD/CAM basics,4,L3,0.0,17290,35943,LinkedIn,Stable
76A3BCA8,Electrician (Industrial),Electrical,Nagpur,MIDC Nagpur,panel wiring; safety regulations; earthing,3,L2,1.4,13173,24536,Times Jobs,Stable
EC34DCC1,Welder (MIG/TIG/Arc),Engineering,Mumbai,Andheri-MIDC,TIG welding; PPE compliance; distortion control; SMAW; weld inspection; MIG welding,3,L2,0.4,14683,29453,Mahaswayam,Stable
61114490,CNC/VMC Operator,Precision Engineering,Nashik,Ambad,G-code programming; Fanuc CNC controls; quality inspection; tool offsets; tolerance measurement; CAD/CAM basics,4,L1,2.8,17243,35154,apna.co,Stable
91BAEDDD,Welder (MIG/TIG/Arc),Engineering,Nagpur,MIDC Nagpur,TIG welding; SMAW; distortion control; PPE compliance,3,L3,4.4,12994,24922,Times Jobs,Stable
F8B1B936,Solar PV Installation Technician,Renewable Energy,Latur,Latur MIDC,net metering; rooftop module mounting; shadow analysis,4,L1,0.7,12759,25817,Indeed,Emerging
4F6B7521,AI-assisted Quality Inspector,Advanced Manufacturing,Aurangabad,Chikalthana,CMM operation; Python/ML awareness; defect classification,5,L1,1.5,26933,47995,Times Jobs,Emerging
90E4678D,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Nashik,Sinnar,pneumatic systems; safety PLCs; FANUC/KUKA commissioning; PLC programming,5,L1,3.5,26907,52950,Times Jobs,Emerging
CD75A3B8,Solar PV Installation Technician,Renewable Energy,Buldhana,Buldhana MIDC,string inverter commissioning; net metering; rooftop module mounting; earthing & bonding,4,L2,1.7,12798,24919,Naukri.com,Emerging
FA4A67E8,EV Battery Assembly Technician,Electric Vehicles,Aurangabad,Shendra-AURIC,EV safety protocols; Li-ion cell handling; thermal management; BMS calibration,4,L2,1.7,21364,40391,Indeed,Emerging
856C3124,Plumber,Construction,Thane,Murbad,pressure testing; water treatment basics; plumbing drawings; pipe fitting,3,L3,6.0,13578,25238,Naukri.com,Stable
8403964A,Fitter (Industrial),Engineering,Thane,Murbad,surface finishing; assembly & fitting; thread cutting,3,L1,3.4,14043,27822,Times Jobs,Stable
5172CC98,Industrial IoT Technician,Industry 4.0,Thane,Dombivli-MIDC,sensor calibration; MQTT protocol; Python scripting; cloud dashboards; OPC-UA; edge computing,5,L2,1.0,30504,60432,Naukri.com,Emerging
F1CE4F51,Data Entry Operator,IT/BPO,Mumbai,BKC,typing speed 40wpm; tally basics; basic internet,2,L2,2.8,9201,15878,NCS Portal,Declining
DF69C8CA,Electrician (Industrial),Electrical,Yavatmal,Pusad,earthing; electrical drawings; PLC basics; motor winding; panel wiring; safety regulations,3,L3,5.7,11460,21467,Mahaswayam,Stable
DCB8DA85,CNC/VMC Operator,Precision Engineering,Kolhapur,Gokul-Shirgaon,tolerance measurement; quality inspection; G-code programming; tool offsets; CAD/CAM basics; Fanuc CNC controls,4,L2,4.0,16670,32710,Mahaswayam,Stable
7780DCAF,Solar PV Installation Technician,Renewable Energy,Solapur,Chincholi,DC cabling; rooftop module mounting; earthing & bonding,4,L2,2.6,15180,30077,Company Website,Emerging
3D32C8A9,CNC/VMC Operator,Precision Engineering,Kolhapur,Gokul-Shirgaon,tolerance measurement; Fanuc CNC controls; quality inspection; CAD/CAM basics,4,L1,4.1,17014,34569,LinkedIn,Stable
D6234B45,Solar PV Installation Technician,Renewable Energy,Ahmednagar,Supa,string inverter commissioning; net metering; shadow analysis,4,L3,1.2,13564,26626,Mahaswayam,Emerging
6B4DEE7B,Fitter (Industrial),Engineering,Mumbai,Andheri-MIDC,blueprint reading; assembly & fitting; thread cutting; bench work; measurement tools,3,L2,5.4,15330,26867,Mahaswayam,Stable
A6D355C2,Electrician (Industrial),Electrical,Palghar,Tarapur,panel wiring; safety regulations; earthing; motor winding; PLC basics,3,L2,3.7,11939,24484,Company Website,Stable
4EAA3572,Textile Loom Operator,Textiles,Raigad,Khopoli,quality grading; warp/weft threading; power loom setup,3,L1,1.6,8257,13503,Mahaswayam,Declining
C364AB46,CNC/VMC Operator,Precision Engineering,Solapur,Chincholi,tool offsets; tolerance measurement; CAD/CAM basics; G-code programming; Fanuc CNC controls; quality inspection,4,L2,2.2,17575,34205,Indeed,Stable
753C973A,Plumber,Construction,Mumbai,BKC,water treatment basics; plumbing drawings; pipe fitting; pressure testing,3,L3,3.6,13395,25037,apna.co,Stable
B29A563F,Welder (MIG/TIG/Arc),Engineering,Buldhana,Buldhana MIDC,MIG welding; TIG welding; distortion control; SMAW,3,L3,1.0,10880,20338,Indeed,Stable
F338C8CF,Solar PV Installation Technician,Renewable Energy,Nashik,Satpur,shadow analysis; rooftop module mounting; string inverter commissioning; earthing & bonding; DC cabling; net metering,4,L2,1.5,15254,28921,Company Website,Emerging
C7AD36A9,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Nashik,Ambad,route optimization; FSSAI cold-chain norms; temperature monitoring; WMS software; inventory management,4,L1,1.0,17813,33717,Naukri.com,Emerging
C54ED1FE,Electrician (Industrial),Electrical,Nashik,Sinnar,PLC basics; earthing; safety regulations,3,L2,5.6,13778,24997,Mahaswayam,Stable
9556A4FD,Data Entry Operator,IT/BPO,Nanded,Degloor,typing speed 40wpm; MS Office; tally basics; basic internet,2,L2,3.5,6895,11499,Indeed,Declining
A4F50943,Fitter (Industrial),Engineering,Mumbai,Andheri-MIDC,measurement tools; surface finishing; thread cutting; blueprint reading,3,L1,0.9,14385,26335,Company Website,Stable
D049EB58,Textile Loom Operator,Textiles,Solapur,Akkalkot,quality grading; warp/weft threading; power loom setup; shuttle changeover; loom maintenance,3,L1,4.8,9852,15843,Mahaswayam,Declining
F952E577,CNC/VMC Operator,Precision Engineering,Aurangabad,Chikalthana,tool offsets; CAD/CAM basics; tolerance measurement; G-code programming; quality inspection; Fanuc CNC controls,4,L3,1.0,16938,34276,Indeed,Stable
E67A5ACC,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Nashik,Satpur,temperature monitoring; inventory management; reefer truck ops; route optimization; FSSAI cold-chain norms; WMS software,4,L3,3.0,16980,33627,Times Jobs,Emerging
721BFB19,EV Battery Assembly Technician,Electric Vehicles,Thane,Murbad,BMS calibration; EV safety protocols; DC bus wiring,4,L2,2.2,23877,42949,Mahaswayam,Emerging
0F41BC33,Solar PV Installation Technician,Renewable Energy,Ahmednagar,Supa,earthing & bonding; string inverter commissioning; shadow analysis; DC cabling; rooftop module mounting,4,L2,2.3,13309,26426,apna.co,Emerging
EBAC9829,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Buldhana,Khamgaon,servo motor calibration; FANUC/KUKA commissioning; robot teach pendant; pneumatic systems; PLC programming,5,L2,1.3,22695,42721,Indeed,Emerging
31FF2981,Solar PV Installation Technician,Renewable Energy,Amravati,Nandgaonpeth,net metering; shadow analysis; earthing & bonding; string inverter commissioning; rooftop module mounting; DC cabling,4,L2,2.3,13924,27956,NCS Portal,Emerging
35D318FA,Welder (MIG/TIG/Arc),Engineering,Aurangabad,Waluj,MIG welding; SMAW; weld inspection,3,L2,6.6,13092,24915,apna.co,Stable
DC81E57C,Welder (MIG/TIG/Arc),Engineering,Yavatmal,Pusad,distortion control; TIG welding; SMAW; PPE compliance; MIG welding,3,L1,4.4,10795,20253,Naukri.com,Stable
3AFCC43E,EV Battery Assembly Technician,Electric Vehicles,Palghar,Tarapur,Li-ion cell handling; BMS calibration; EV safety protocols; thermal management; DC bus wiring,4,L3,2.4,18403,35479,Indeed,Emerging
99CAB967,CNC/VMC Operator,Precision Engineering,Jalgaon,Bhusawal,CAD/CAM basics; G-code programming; quality inspection; tolerance measurement; tool offsets,4,L1,4.2,15936,30144,Mahaswayam,Stable
36E73A63,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Nagpur,Butibori,temperature monitoring; route optimization; reefer truck ops; WMS software; FSSAI cold-chain norms,4,L3,3.5,16961,33741,Company Website,Emerging
228CCE3E,CNC/VMC Operator,Precision Engineering,Kolhapur,Shiroli,CAD/CAM basics; quality inspection; tool offsets; tolerance measurement; G-code programming; Fanuc CNC controls,4,L2,3.0,17457,32757,LinkedIn,Stable
76D246DE,Industrial IoT Technician,Industry 4.0,Pune,Pimpri-Chinchwad,OPC-UA; MQTT protocol; edge computing,5,L1,1.1,31590,59416,Times Jobs,Emerging
1AAB9716,Plumber,Construction,Thane,Murbad,pipe fitting; pressure testing; water treatment basics,3,L1,4.4,13225,23632,Company Website,Stable
A9505A12,CNC/VMC Operator,Precision Engineering,Pune,Talegaon,tolerance measurement; CAD/CAM basics; Fanuc CNC controls; tool offsets,4,L2,3.3,19383,39816,LinkedIn,Stable
C0CD5E74,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Wardha,Wardha MIDC,pneumatic systems; PLC programming; safety PLCs,5,L1,2.7,23001,42922,LinkedIn,Emerging
8BB2C152,EV Battery Assembly Technician,Electric Vehicles,Pune,Ranjangaon,spot welding; thermal management; DC bus wiring; BMS calibration; Li-ion cell handling; EV safety protocols,4,L1,0.5,23909,43750,Indeed,Emerging
ED7BE489,Solar PV Installation Technician,Renewable Energy,Nashik,Ambad,string inverter commissioning; net metering; shadow analysis; rooftop module mounting; DC cabling,4,L1,2.7,15084,29389,Mahaswayam,Emerging
57365602,Offset Printer Operator,Printing & Packaging,Nashik,Sinnar,ink mixing; bindery operations; color registration,3,L2,3.9,9650,17294,LinkedIn,Declining
35166F18,Industrial IoT Technician,Industry 4.0,Pune,Ranjangaon,sensor calibration; cloud dashboards; Python scripting,5,L3,2.7,32769,64480,NCS Portal,Emerging
EB94EB53,Welder (MIG/TIG/Arc),Engineering,Sangli,Kupwad,PPE compliance; distortion control; SMAW; weld inspection; TIG welding,3,L3,1.1,12520,23190,Indeed,Stable
17C280D5,Welder (MIG/TIG/Arc),Engineering,Mumbai,Andheri-MIDC,weld inspection; distortion control; PPE compliance; TIG welding,3,L1,6.4,15225,28616,Naukri.com,Stable
F9AE26F6,Plumber,Construction,Sangli,Miraj,pressure testing; pipe fitting; water treatment basics,3,L3,0.2,11378,21142,Times Jobs,Stable
F09A1A67,AC & Refrigeration Technician,HVAC,Pune,Talegaon,VRF systems; BMS controls; refrigerant handling; AMC documentation; electrical troubleshooting,4,L1,1.3,16859,31867,Times Jobs,Stable
16D2F819,Plumber,Construction,Pune,Chakan,water treatment basics; pressure testing; plumbing drawings; sanitary installation; pipe fitting,3,L3,5.7,13105,25877,Mahaswayam,Stable
49B2D1D8,Welder (MIG/TIG/Arc),Engineering,Solapur,Hotgi,MIG welding; PPE compliance; TIG welding,3,L3,6.2,13681,24764,Company Website,Stable
B7C2E3C8,Solar PV Installation Technician,Renewable Energy,Osmanabad,Osmanabad MIDC,shadow analysis; DC cabling; string inverter commissioning; rooftop module mounting,4,L3,1.8,12983,25302,Times Jobs,Emerging
